"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","Institute Type","State"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "53021", "57946","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "63526", "63526","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "9452", "9452","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "17986", "18015","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "22785", "22785","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "9131", "9156","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2821", "2821","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "122963", "136432","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "43590", "43590","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3921", "7946","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4764", "9462","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "25273", "29087","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "37961", "37961","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4514", "4734","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8819", "9436","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "15904", "15904","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3701", "4074","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1688", "1688","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "148852", "161165","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "98335", "98335","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "7185", "19238","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "13498", "18166","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "37542", "44381","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "50899", "50899","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7404", "7404","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8376", "8376","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "12491", "14091","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6125", "6775","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2564", "2564","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "141628", "141628","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "54767", "54767","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "7340", "32227","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "19935", "19935","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "29803", "38784","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "46973", "46973","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2016", "2016","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6266", "6350","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "10734", "11963","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18670", "18670","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5450", "5450","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2123", "2123","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "176501", "176501","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "131601", "131601","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "8487", "33259","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "5110", "31906","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "45573", "49818","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "60078", "60078","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "8344", "8344","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "15671", "16254","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "21819", "21819","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7649", "7836","NIT","Arunachal Pradesh"
"National Institute of Technology Arunachal Pradesh", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4420", "4420","NIT","Arunachal Pradesh"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "35759", "48303","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "50835", "56645","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1470", "1470","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "8220", "9800","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "14202", "16416","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "20655", "21064","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL (PwD)", "Gender-Neutral", "1134", "1134","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5757", "7954","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "11306", "12705","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "1718", "1836","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4674", "4674","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "35223", "43745","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "44753", "50187","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1506", "1506","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7169", "7410","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8846", "8846","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13055", "14526","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18687", "18721","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4805", "6602","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "9895", "10257","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1928", "2196","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3324", "3324","NIT","Jharkhand"
"National Institute of Technology, Jamshedpur", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "2440", "10570","NIT","Jharkhand"
